id,date,title,source,judge,type,outlet,article_hint,search_query
5065,2023.10.05,국내에서 포집한 이산화탄소를 해외 저장소에 저장할 수 있다, 2050탄소중립녹색성장위원회 '2050 탄소중립 시나리오안',절반의 사실,TYPE_D,,,국내에서 포집한 이산화탄소를 해외 저장소에 저장할 수 있다
5064,2023.10.05,포집된 탄소를 땅이나 바다에 묻으면 누출·폭발 위험 있다," 한국일보. ""지진 무서워"" 포항 영일만 이산화탄소 저장시설 폐쇄. 2021년 4월 30일",대체로 사실,TYPE_B,한국일보,,포집된 탄소를 땅이나 바다에 묻으면 누출·폭발 위험 있다
5063,2023.09.21,공기중 이산화탄소 포집(DAC) 기술로 포집한 이산화탄소를 차량 연료로 활용하는 것은 효과적인 탄소중립 수단이다, 2050탄소중립녹색성장위원회 '2050 탄소중립 시나리오안',대체로 사실,TYPE_D,,,공기중 이산화탄소 포집(DAC) 기술로 포집한 이산화탄소를 차량 연료로 활용하는 것은 효과적인 탄소중립 수단이다
5062,2023.08.01,학생인권조례 때문에 교권침해 늘었다," 이주호 부총리 겸 교육부장관, 한국교원단체총연합회 '교권 확립을 위한 현장 간담회', 7월 21일(7:37~)",대체로 사실 아님,SKIP,,,
5061,2023.07.28,한국이 선진국에 비해 실업급여 퍼준다, 국민의힘 실업급여 제도개선 공청회(7월 12일),대체로 사실 아님,SKIP,,,
5060,2023.09.03,저출산이 GDP 순위 하락 요인이다," 기자간담회 발언(기자 질문 24분 00초, 이창용 총재 답변 25분 40초 참조)",대체로 사실,SKIP,,,
5059,2023.07.28,무분별한 아동학대 신고로부터 교사를 보호할 장치가 미흡하다," YTN, ""무분별한 아동학대 신고만 없어도""...학교 떠나려는 교사들, 2023년 07월 25일출처: 한겨레, 학생이 교사 얼굴 때리더니 아동학대 신고…“정상교육 불가능”, 2023년 07월 24일",대체로 사실,TYPE_A,YTN,무분별한 아동학대 신고만 없어도,무분별한 아동학대 신고만 없어도
5058,2023.07.28,분실물 돌려받으면 사례해야 한다," 인터넷 커뮤니티 게시물(보배드림 7월 12일 게시물, 현재 삭제)출처: 해당 이슈 관련 언론 보도(뉴스1, 7월 13일)",대체로 사실,SKIP,,,
5057,2023.07.28,비행기 좌석을 뒤로 젖히는 건 좌석을 구매한 고객의 기본 권리다, 6월 25일 페이스북 이용자 게시물 ,대체로 사실 아님,SKIP,,,
5056,2023.07.28,국내 여객기 수질 상태는 양치 못 할 정도로 안 좋다, 여행톡톡 6월 19일자 기사출처: 매일경제 3월 1일자 기사출처: 레드프라이데이 닷컴(여행블로거) 2019년 10월 7일 게시물,판단 유보,TYPE_B,매일경제,,국내 여객기 수질 상태는 양치 못 할 정도로 안 좋다
5055,2023.07.26,지구 평균기온 오르면 세계경제 성장률 내려간다, 언론사 자체 문제 제기 ,대체로 사실,TYPE_C,,,지구 평균기온 오르면 세계경제 성장률 내려간다
5054,2023.08.25,주요 국가들은 교권 보호를 위해 가해 학생과 피해 교사를 '즉시 분리'한다, 언론사 자체 문제 제기 ,대체로 사실,TYPE_C,,,주요 국가들은 교권 보호를 위해 가해 학생과 피해 교사를 '즉시 분리'한다
5053,2023.07.26,우리나라 저출산 예산은 매년 100조 이상 들어간다, 누리PD-TV 2023년 7월 18일 방송(2분 10초 부분)출처: 디시인사이드 200606~202109 역학 갤러리 게시물,대체로 사실 아님,SKIP,,,
5052,2023.07.26,폭우로 숙박 예약 취소해도 전액 환불 못 받을 수 있다," “천재지변 아냐, 길 뚫렸다” 물난리 났는데 환불 거부한 펜션, 조선일보, 2023.07.18출처: 폭우로 숙소 예약 취소했더니 수수료 100%...소비자-숙박업체 분쟁 속출, 소비자가만드는신문, 2023.07.19",사실,TYPE_B,조선일보,,폭우로 숙박 예약 취소해도 전액 환불 못 받을 수 있다
5051,2023.08.01,후쿠시마 처리수에 대해 방류말고도 고체화를 통한 지하 매설이 대안이 될 수 있다," 언론 보도([뉴스외전 포커스] 전현희 ""총선 출마 차차 고민‥국민 부름에 응할 것"")",전혀 사실 아님,SKIP,,,
5050,2023.07.24,오염수에서 기르는 광어가 해양 방류의 안전성을 보여준다, 일본 정부의 한국 언론 대상 간담회(2023.07.18),판단 유보,SKIP,,,
5049,2023.07.25,독일 등 국가에서도 외국인 근로자의 근무지를 일정 기간 제한하고 있다, 고용노동부 관계자 인터뷰 내용(조선일보 7월 6일자 기사),판단 유보,TYPE_B,조선일보,,독일 등 국가에서도 외국인 근로자의 근무지를 일정 기간 제한하고 있다
5048,2023.07.25,6개월 일하고 나면 6개월 동안 실업급여 받을 수 있다, 기사 댓글(7월 19일 중앙일보 네이버 기사 댓글창)출처: 인터넷 커뮤니티(7월 18일 디씨인사이드 게시글),대체로 사실 아님,SKIP,,,
5046,2023.07.25,실업급여 부정수급 사례 대부분 여성과 청년이다, 인터넷 커뮤니티(보배드림 7월 13일 게시물 댓글)출처: 인터넷 커뮤니티(디씨인사이드 7월 12일 게시물 댓글),판단 유보,SKIP,,,
5045,2023.07.21,"4대강 보, '치수, 이수, 수질 개선' 기능 발휘하고 있다", 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,"4대강 보, '치수, 이수, 수질 개선' 기능 발휘하고 있다"
5044,2023.07.21,"폭우 중 골프 자제, 국민의힘 윤리강령에 있다", 7월 19일 CBS '김현정의 뉴스쇼',사실,SKIP,,,
5043,2023.08.23,시간당 강수량 50㎜를 넘는 '극한 호우'가 최근 들어 잦아졌다, 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,시간당 강수량 50㎜를 넘는 '극한 호우'가 최근 들어 잦아졌다
5042,2023.07.21,한국은 인종차별 광고 금지하는 규정 없다, 서경석 성신여대 교수 페이스북,판단 유보,SKIP,,,
5041,2023.07.18,"청약 아파트 입주, 분양가만 내면 된다
", 한국부동산원 청약홈 단지별 모집공고,판단 유보,SKIP,,,
5040,2023.07.19,"사인회·시사회에서 신체수색, 법적 문제 있다", 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,"사인회·시사회에서 신체수색, 법적 문제 있다"
5039,2023.07.19,의대 정원 확대하면 의료비가 늘어난다, 의사 인력 수급추계 전문가 포럼 보건복지부 보도자료,대체로 사실 아님,TYPE_D,,,의대 정원 확대하면 의료비가 늘어난다
5038,2023.07.17,헝가리 의대 출신의 의사 국가시험 합격률이 85%다," KBS 보도, 민주당 정춘숙 의원실 자료(2023년 7월 10일자) 출처: 민주당 신현영 의원실 보도자료(배포일: 2023년 6월 16일)",절반의 사실,TYPE_B,KBS,,헝가리 의대 출신의 의사 국가시험 합격률이 85%다
5037,2023.07.17,닭요리와 관련된 ‘식중독’은 여름철에 더 잘 걸린다, 언론사 자체 문제 제기,사실,TYPE_C,,,닭요리와 관련된 ‘식중독’은 여름철에 더 잘 걸린다
5036,2023.07.18,우리나라 여성은 남성에 비해 투표율과 피선거율이 낮다, 유튜버 '지식의 칼' 6월 23일자 게시영상,대체로 사실 아님,SKIP,,,
5035,2023.07.16,베이비박스로 오는 아기는 우리나라가 유독 많다, CBS 라디오 김현정의 뉴스쇼,대체로 사실 아님,SKIP,,,
5034,2023.07.19,"메시, 이강인 무시한 중국 기자에게 불쾌감 나타냈다", 유튜브 쇼츠 영상(조회수 360만) 출처: 유튜브 쇼츠 영상(조회수 590만) ,전혀 사실 아님,SKIP,,,
5033,2023.07.18,통행 막고 촬영하려면 법으로 점용 허가 받아야 한다, 인터넷 커뮤니티 게시물(보배드림 23년 7월 11일 게시물),대체로 사실 아님,SKIP,,,
5032,2023.07.19,지역 SOC사업 관련 군 단위에서 주민투표로 노선을 결정한 사례는 없다," 국민의힘 윤재옥 원내대표 발언(6월 10일 당 최고위원회 뒤 기자 인터뷰 내용, KBS 뉴스)",사실,TYPE_B,KBS,,지역 SOC사업 관련 군 단위에서 주민투표로 노선을 결정한 사례는 없다
5031,2023.07.19,공무원 시험 블라인드 채용 뒤 여성만 뽑혀서 성별 비율 고정해서 뽑는다," SNS 등 온라인 매체(트위터, 23년 7월 5일 게시물)",대체로 사실 아님,SKIP,,,
5030,2023.07.13,촛불행동 포스터에 북한 인민군복 사진 사용했다," 조선일보, '北인민군이 주먹 불끈? ‘尹 퇴진 촛불’ 포스터 보니'출처: 한국경제, '尹 퇴진' 외치는 촛불행동 홍보 포스터에 '인민군' 삽입 의혹",전혀 사실 아님,TYPE_B,조선일보,,촛불행동 포스터에 북한 인민군복 사진 사용했다
5029,2023.07.24,IAEA는 2015년 이미 오염수 해양 방류를 권고했다," 이재명 민주당 대표 발언, 연합뉴스, 2023년 7월 6일자.출처: 박광온 민주당 원내대표 발언, SBS, 2023년 7월 5일(8:28~)",절반의 사실,TYPE_B,연합뉴스,,IAEA는 2015년 이미 오염수 해양 방류를 권고했다
5028,2023.07.14,일본 모든 언론에서 오염수 기사가 다 사라졌다, 유튜브 '매불쇼' 채널,전혀 사실 아님,SKIP,,,
5027,2023.07.13,차별금지법 제정 후 혐오 발언하면 처벌받는다, 온라인 커뮤니티출처: 온라인 커뮤니티,전혀 사실 아님,SKIP,,,
5026,2023.07.12,개 식용은 불법이다, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,개 식용은 불법이다
5024,2023.07.14,원전 주변에 방사능 세슘 범벅 '우럭'이 나와 국민의 안전과 생명이 위험하다, 김교흥 더불어민주당 의원 페이스북,전혀 사실 아님,SKIP,,,
5023,2023.07.12,아일랜드가 법인세 인하로 유럽 최빈국에서 최고 부자 국가가 됐다," 6월 20일 국회 교섭단체 대표 연설, 국민의힘 김기현 대표 발언 中 '유럽 최빈국 아일랜드가 법인세 인하로 유럽 최고 부자 국가가 됐다'는  발언(19:40)",절반의 사실,SKIP,,,
5022,2023.07.11,법원은 월례비를 임금으로 판단한 적 없다, 국토교통부 보도설명자료,절반의 사실,SKIP,,,
5021,2023.07.11,"IAEA 보고서, 'ALPS(다핵종제거설비) 성능' 검증 다루지 않았다"," SBS 8뉴스, ""[사실은] IAEA 종합보고서에 '알프스 성능'은 빠져있다?"", 2023년 7월 6일자. ",대체로 사실 아님,TYPE_A,SBS,[사실은] IAEA 종합보고서에 '알프스 성능'은 빠져있다?,[사실은] IAEA 종합보고서에 '알프스 성능'은 빠져있다?
5020,2023.07.11,국회를 통과한 주가조작 처벌법은 실효성이 부족하다," 한겨레, ""‘주가조작 처벌 강화’ 도루묵 될라…금융당국 고개 저은 이유"", 2023-07-03.",판단 유보,TYPE_A,한겨레,‘주가조작 처벌 강화’ 도루묵 될라…금융당국 고개 저은 이유,‘주가조작 처벌 강화’ 도루묵 될라…금융당국 고개 저은 이유
5019,2023.07.11,재보궐 국회의원은 같은 지역구로 한번 더 출마하는 게 정치권 통례다," 라디오 시사프로그램 인터뷰(김현정의 뉴스쇼, 7월 4일 방송)",대체로 사실,TYPE_D,,,재보궐 국회의원은 같은 지역구로 한번 더 출마하는 게 정치권 통례다
5018,2023.07.11,온라인에서 암표를 파는 것에 대한 처벌 근거 없다, 에펨코리아 6월 27일 게시물,대체로 사실,SKIP,,,
5017,2023.07.11,소고기 먹고 광우병 걸린 사람이 전 세계 수십만명 있다, 6월 26일 TV조선 '시사쇼 이것이 정치다',전혀 사실 아님,TYPE_B,TV조선,,소고기 먹고 광우병 걸린 사람이 전 세계 수십만명 있다
5015,2023.07.06,"지나친 사생활 질문, 직장 내 괴롭힘에 해당한다", 언론사 자체 문제제기,사실,TYPE_C,,,"지나친 사생활 질문, 직장 내 괴롭힘에 해당한다"
5013,2023.07.17,프랑스 시위는 우크라이나 전쟁과 관련이 있다, 러시아 언론 매체 NSN출처: 러시아 언론 매체 RGRU,전혀 사실 아님,SKIP,,,
5011,2023.07.04,외국인 건강보험에 상호주의 적용할 수 있다, 국회 교섭단체 대표 연설 발언,대체로 사실 아님,SKIP,,,
5009,2023.07.04,오염수 소금 대란에 맛소금 없어 조미김 못 만든다," 6월 19일 JTBC 보도 <""맛소금 공급 안 돼 조미김 못 만들고 있다""...'소금 품귀' 불똥>",대체로 사실 아님,TYPE_A,JTBC,맛소금 공급 안 돼 조미김 못 만들고 있다,맛소금 공급 안 돼 조미김 못 만들고 있다
5008,2023.07.03,한국의 연평균 노동시간은 OECD 평균보다 300시간 더 많다, 6월 19일 이재명 대표 국회 교섭단체대표연설,대체로 사실 아님,SKIP,,,
5007,2023.07.03,택배노조를 허용하는 나라는 없다, 국민의힘 민생특별위원회 택배종사자 간담회 내용,대체로 사실 아님,TYPE_D,,,택배노조를 허용하는 나라는 없다
5006,2023.07.04,원전 오염수 불안에 소금 사재기하는 개인 소비자 처벌 가능하다, 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,원전 오염수 불안에 소금 사재기하는 개인 소비자 처벌 가능하다
5005,2023.07.04,"AI가 만든 인공지능 프로필, 사용자에게 초상권 있다", 언론사 자체 문제 제기,판단 유보,TYPE_C,,,"AI가 만든 인공지능 프로필, 사용자에게 초상권 있다"
5004,2023.07.05,중국에 있는 우리 국민에게는 참정권이 전혀 주어지지 않는다, 국회 국민의힘 보도자료,사실,SKIP,,,
5003,2023.07.03,후쿠시마 오염수 방류하면 한국 해양 생태계 위험해진다, 언론사 자체 문제제기,절반의 사실,TYPE_C,,,후쿠시마 오염수 방류하면 한국 해양 생태계 위험해진다
5002,2023.06.29,한국 국회의원 불체포특권 행사는 많은 편이다, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,한국 국회의원 불체포특권 행사는 많은 편이다
5001,2023.06.27,이제 교과서에서만 수능 문제 나온다, 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,이제 교과서에서만 수능 문제 나온다
4999,2023.06.27,모기는 세상에 불필요한 생명체다, 과학 유튜버 '궤도' 발언,대체로 사실 아님,SKIP,,,
4998,2023.06.26,고등학생 사교육비 증가는 '킬러 문항' 때문이다, 언론사 자체 문제 제기,판단 유보,TYPE_C,,,고등학생 사교육비 증가는 '킬러 문항' 때문이다
4994,2023.07.04,수능 난이도 높을수록 단기적인 사교육비 증가한다, 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,수능 난이도 높을수록 단기적인 사교육비 증가한다
4993,2023.07.03,후쿠시마 오염수 방출에 따라 한국 해역에 오염수가 도달하여 천일염이 오염될 수 있다, 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,후쿠시마 오염수 방출에 따라 한국 해역에 오염수가 도달하여 천일염이 오염될 수 있다
4992,2023.06.26,국내 체류 중국인의 건강보험 혜택이 중국에 있는 한국인이 받는 것보다 더 많다, 국회 교섭단체 대표 연설 발언,대체로 사실 아님,SKIP,,,
4991,2023.06.26,건강보험기금이 외국인에게 줄줄 새고 있다, 국회 교섭단체 대표 연설 발언,대체로 사실 아님,SKIP,,,
4990,2023.06.23,국민의힘은 삼중수소 위험하다며 방류 반대했다," 더불어민주당 이재명 대표, 민주당 최고위원회의, 2023년 5월 24일(46:51~)",절반의 사실,TYPE_D,,,국민의힘은 삼중수소 위험하다며 방류 반대했다
